 | Distribuição de receita por categoria e município | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Residencial (Fixa) | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Residencial (0 a 5 m³) | 19692.256262795283 | 19865.72189609187 | 20039.187529388455 | 20212.65316268504 | 20386.11879598162 | 20562.709936184456 | 20709.60876077796 | 20856.507585371462 | 21003.40640996497 | 21150.305234558473 | 21295.641305698857 | 21398.783033604934 | 21501.92476151101 | 21605.06648941709 | 21708.20821732317 | 21814.47545213549 | 21889.487617885366 | 21964.49978363524 | 22039.511949385116 | 22114.524115134987 | 22192.661787791112 | 22267.673953540983 | 22342.686119290862 | 22417.698285040737 | 22492.710450790608 | 22567.722616540486 | 22642.734782290358 | 22717.746948040236 | 22792.75911379011 | 22867.771279539982
 | Residencial (> 5m³ a 10m³) | 55780.01968902741 | 56271.37610403273 | 56762.73251903805 | 57254.08893404337 | 57745.44534904868 | 58245.65503279284 | 58661.75866351807 | 59077.86229424329 | 59493.96592496852 | 59910.06955569375 | 60321.74655204955 | 60613.90442043109 | 60906.06228881263 | 61198.220157194184 | 61490.37802557572 | 61791.389162696105 | 62003.867612428134 | 62216.34606216016 | 62428.82451189219 | 62641.30296162422 | 62862.634680095085 | 63075.113129827114 | 63287.59157955916 | 63500.070029291186 | 63712.5484790232 | 63925.02692875524 | 64137.505378487265 | 64349.98382821931 | 64562.46227795134 | 64774.94072768335
 | Residencial (> 10m³ a 15m³) | 64290.5674549933 | 64856.891793339804 | 65423.216131686306 | 65989.5404700328 | 66555.8648083793 | 67132.39318885817 | 67611.98316907954 | 68091.5731493009 | 68571.16312952226 | 69050.75310974361 | 69525.2410688988 | 69861.97445926699 | 70198.70784963516 | 70535.44124000336 | 70872.17463037155 | 71219.11206287211 | 71464.00907404898 | 71708.90608522584 | 71953.8030964027 | 72198.70010757957 | 72453.8011608888 | 72698.69817206568 | 72943.59518324255 | 73188.4921944194 | 73433.38920559626 | 73678.28621677314 | 73923.18322795 | 74168.08023912688 | 74412.97725030374 | 74657.87426148058
 | Residencial (> 15m³ a 20m³) | 46161.46148102295 | 46568.08970294133 | 46974.71792485972 | 47381.3461467781 | 47787.97436869647 | 48201.92922524402 | 48546.28105281455 | 48890.63288038507 | 49234.98470795559 | 49579.33653552611 | 49920.02504578206 | 50161.803988544336 | 50403.58293130661 | 50645.361874068905 | 50887.14081683118 | 51136.24639422263 | 51312.08562532247 | 51487.92485642231 | 51663.76408752215 | 51839.60331862199 | 52022.769184351 | 52198.608415450835 | 52374.44764655068 | 52550.28687765052 | 52726.12610875035 | 52901.9653398502 | 53077.80457095004 | 53253.64380204989 | 53429.48303314973 | 53605.32226424956
 | Residencial (> 20m³ a 40m³) | 42032.56471341897 | 42402.822207521785 | 42773.07970162459 | 43143.33719572741 | 43513.594689830206 | 43890.52349013307 | 44204.07488153545 | 44517.62627293783 | 44831.17766434021 | 45144.72905574259 | 45454.944794044946 | 45675.097898646614 | 45895.25100324828 | 46115.40410784996 | 46335.557212451626 | 46562.38162325335 | 46722.49297205456 | 46882.604320855775 | 47042.71566965699 | 47202.8270184582 | 47369.609673459476 | 47529.72102226069 | 47689.83237106191 | 47849.94371986312 | 48010.055068664326 | 48170.166417465545 | 48330.27776626676 | 48490.389115067985 | 48650.5004638692 | 48810.6118126704
 | Residencial (>40m³) | 10119.436191571313 | 10208.576531009801 | 10297.716870448292 | 10386.857209886783 | 10475.997549325271 | 10566.744021005898 | 10642.23223638624 | 10717.720451766583 | 10793.208667146926 | 10868.696882527269 | 10943.382031786545 | 10996.384395776999 | 11049.386759767453 | 11102.389123757906 | 11155.39148774836 | 11209.99998398095 | 11248.547157792189 | 11287.094331603426 | 11325.641505414666 | 11364.188679225905 | 11404.34198527928 | 11442.889159090517 | 11481.436332901758 | 11519.983506712997 | 11558.530680524233 | 11597.077854335474 | 11635.625028146713 | 11674.172201957954 | 11712.719375769191 | 11751.266549580429
 | Comercial | 44592.56849402674 | 44985.37661265518 | 45378.18473128362 | 45770.99284991206 | 46163.80096854049 | 46563.68671092801 | 46896.33502760434 | 47228.98334428068 | 47561.63166095701 | 47894.27997763335 | 48223.389482430146 | 48456.95106647949 | 48690.51265052883 | 48924.07423457818 | 49157.63581862752 | 49398.275026435935 | 49568.13799665364 | 49738.00096687134 | 49907.86393708904 | 50077.726907306744 | 50254.66750128352 | 50424.530471501224 | 50594.39344171894 | 50764.256411936636 | 50934.11938215433 | 51103.98235237204 | 51273.84532258974 | 51443.70829280745 | 51613.57126302516 | 51783.43423324285
 | Industrial | 2759.220805019618 | 2783.526297389841 | 2807.831789760064 | 2832.137282130287 | 2856.442774500509 | 2881.186203670196 | 2901.769233244979 | 2922.3522628197625 | 2942.9352923945457 | 2963.518321969329 | 2983.8823831443806 | 2998.334297526675 | 3012.7862119089696 | 3027.2381262912645 | 3041.690040673559 | 3056.5798918553173 | 3067.0903750424404 | 3077.600858229564 | 3088.111341416687 | 3098.62182460381 | 3109.5702445903976 | 3120.0807277775207 | 3130.5912109646447 | 3141.101694151768 | 3151.6121773388904 | 3162.1226605260144 | 3172.6331437131375 | 3183.1436269002616 | 3193.6541100873847 | 3204.1645932745073
 | Pública | 22239.065382393146 | 22434.9654107596 | 22630.86543912605 | 22826.7654674925 | 23022.665495858946 | 23222.095254466236 | 23387.99257578557 | 23553.889897104906 | 23719.787218424244 | 23885.68453974358 | 24049.816995942496 | 24166.298093890116 | 24282.779191837733 | 24399.260289785354 | 24515.741387732975 | 24635.75221592143 | 24720.465741701515 | 24805.179267481602 | 24889.89279326169 | 24974.606319041774 | 25062.8495750627 | 25147.563100842784 | 25232.276626622875 | 25316.990152402963 | 25401.703678183043 | 25486.417203963134 | 25571.130729743218 | 25655.84425552331 | 25740.557781303396 | 25825.271307083476
 | TOTAL GERAL  | 15319526.844905471 | 15389496.824053632 | 15459466.803201789 | 15529436.782349953 | 15599406.761498112 | 15669358.187696127 | 15729664.155035082 | 15789970.122374037 | 15850276.089712992 | 15910582.05705195 | 15970854.23990077 | 16005211.602199193 | 16039568.96449761 | 16073926.326796032 | 16108283.689094452 | 16142871.489447875 | 16155826.271367189 | 16168781.053286506 | 16181735.83520582 | 16194690.617125133 | 16207602.976648571 | 16220557.758567885 | 16233512.540487206 | 16246467.322406517 | 16259422.104325831 | 16272376.886245145 | 16285331.668164458 | 16298286.450083775 | 16311241.232003089 | 16324196.013922403
 | Número Estimado de Economias por Categoria
 | Categorias | 1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30
 | Arapuá | 1049.3690611934628 | 1043.4112504751047 | 1037.4534397567468 | 1031.4956290383886 | 1025.5378183200305 | 1019.5800076016724 | 1012.0334473584192 | 1004.4868871151655 | 996.9403268719121 | 989.3937666286585 | 982.6415811478527 | 973.9034587609277 | 965.1653363740025 | 956.4272139870775 | 947.6890916001522 | 939.348156594451 | 930.2128468263022 | 921.077537058153 | 911.942227290004 | 902.806917521855 | 892.8772329912583 | 883.7419232231094 | 874.6066134549602 | 865.4713036868113 | 856.3359939186624 | 847.2006841505133 | 838.0653743823643 | 828.9300646142153 | 819.7947548460664 | 810.6594450779172
 | Residencial Social | 277.45622258949624 | 275.8809601599571 | 274.30569773041793 | 272.7304353008788 | 271.15517287133963 | 269.57991044180045 | 267.58457803105085 | 265.5892456203013 | 263.59391320955166 | 261.59858079880206 | 259.81328337865773 | 257.5028984820003 | 255.19251358534285 | 252.88212868868544 | 250.571743792028 | 248.3663763906732 | 245.95097399871318 | 243.53557160675314 | 241.1201692147931 | 238.70476682283305 | 236.0793294402678 | 233.66392704830778 | 231.24852465634774 | 228.8331222643877 | 226.41771987242768 | 224.00231748046764 | 221.5869150885076 | 219.17151269654755 | 216.7561103045875 | 214.3407079126275
 | Residencial (Fixa) | 43.36113187221416 | 43.114948307458974 | 42.86876474270378 | 42.6225811779486 | 42.3763976131934 | 42.13021404843821 | 41.818381533081634 | 41.506549017725064 | 41.194716502368486 | 40.88288398701191 | 40.60387594695603 | 40.24280671864842 | 39.881737490340804 | 39.5206682620332 | 39.159599033725584 | 38.814942043068314 | 38.43746057711036 | 38.0599791111524 | 37.68249764519444 | 37.30501617923648 | 36.89471023797783 | 36.51722877201988 | 36.13974730606192 | 35.76226584010396 | 35.384784374146 | 35.007302908188045 | 34.62982144223008 | 34.252339976272125 | 33.87485851031417 | 33.497377044356206
 | Residencial (0 a 5 m³) | 189.53851133316465 | 188.46240320674627 | 187.3862950803278 | 186.31018695390944 | 185.23407882749098 | 184.15797070107257 | 182.79490040760922 | 181.4318301141459 | 180.06875982068257 | 178.70568952721922 | 177.48610031727836 | 175.90780839853133 | 174.3295164797843 | 172.7512245610373 | 171.17293264229028 | 169.6663812653045 | 168.01634880479625 | 166.36631634428798 | 164.71628388377974 | 163.0662514232715 | 161.2727378792408 | 159.62270541873255 | 157.9726729582243 | 156.32264049771607 | 154.67260803720782 | 153.02257557669958 | 151.3725431161913 | 149.72251065568307 | 148.07247819517482 | 146.42244573466658
 | Residencial (> 5m³ a 10m³) | 217.95033692192575 | 216.7129201718013 | 215.4755034216768 | 214.23808667155234 | 213.00066992142783 | 211.76325317130335 | 210.19585862114567 | 208.628464070988 | 207.0610695208303 | 205.49367497067263 | 204.09126932053155 | 202.27639142034897 | 200.4615135201664 | 198.6466356199838 | 196.83175771980123 | 195.09937426962696 | 193.2020019194361 | 191.3046295692452 | 189.40725721905434 | 187.50988486886345 | 185.44752361865596 | 183.55015126846513 | 181.65277891827424 | 179.75540656808337 | 177.85803421789248 | 175.96066186770162 | 174.06328951751075 | 172.16591716731986 | 170.268544817129 | 168.3711724669381
 | Residencial (> 10m³ a 15m³) | 160.90330618050007 | 159.98977491906652 | 159.07624365763294 | 158.16271239619937 | 157.2491811347658 | 156.33564987333222 | 155.17851027551635 | 154.0213706777005 | 152.86423107988463 | 151.70709148206876 | 150.67175605244407 | 149.33191020234148 | 147.9920643522389 | 146.65221850213635 | 145.31237265203376 | 144.03342888602677 | 142.6326809518286 | 141.23193301763047 | 139.83118508343233 | 138.43043714923417 | 136.90788504684488 | 135.50713711264675 | 134.1063891784486 | 132.70564124425044 | 131.3048933100523 | 129.90414537585417 | 128.503397441656 | 127.10264950745787 | 125.70190157325972 | 124.30115363906157
 | Residencial (> 15m³ a 20m³) | 80.57989655368358 | 80.12240281851885 | 79.6649090833541 | 79.20741534818936 | 78.74992161302461 | 78.29242787785986 | 77.71293581331786 | 77.13344374877585 | 76.55395168423384 | 75.97445961969183 | 75.45596671983846 | 74.78497590826349 | 74.11398509668854 | 73.44299428511358 | 72.77200347353862 | 72.13151224430798 | 71.43002185038871 | 70.72853145646943 | 70.02704106255015 | 69.32555066863088 | 68.56306111002297 | 67.86157071610371 | 67.16008032218443 | 66.45858992826516 | 65.75709953434588 | 65.05560914042661 | 64.35411874650734 | 63.65262835258806 | 62.95113795866878 | 62.24964756474951
 | Residencial (> 20m³ a 40m³) | 51.13260964740708 | 50.842303385215146 | 50.5519971230232 | 50.261690860831266 | 49.971384598639325 | 49.681078336447385 | 49.313357071004255 | 48.94563580556113 | 48.57791454011801 | 48.21019327467488 | 47.88117951085735 | 47.45539699297584 | 47.02961447509433 | 46.60383195721282 | 46.1780494393313 | 45.771620672262586 | 45.32648440356828 | 44.88134813487397 | 44.43621186617966 | 43.99107559748535 | 43.50723182716545 | 43.06209555847114 | 42.61695928977684 | 42.17182302108253 | 41.72668675238822 | 41.28155048369391 | 40.8364142149996 | 40.391277946305294 | 39.94614167761098 | 39.501005408916676
 | Residencial (>40m³) | 5.85657834493287 | 5.823327521627044 | 5.790076698321217 | 5.756825875015392 | 5.723575051709565 | 5.690324228403739 | 5.6482065188830255 | 5.606088809362312 | 5.5639710998415985 | 5.521853390320885 | 5.484169123907615 | 5.435401249725737 | 5.386633375543858 | 5.33786550136198 | 5.289097627180102 | 5.242546474551944 | 5.191561878816344 | 5.140577283080744 | 5.089592687345143 | 5.038608091609543 | 4.983190052766499 | 4.932205457030899 | 4.881220861295299 | 4.830236265559699 | 4.779251669824099 | 4.728267074088498 | 4.677282478352898 | 4.626297882617298 | 4.575313286881697 | 4.5243286911460965
 | Comercial | 22.59046775013833 | 22.462209984713624 | 22.333952219288918 | 22.20569445386421 | 22.077436688439505 | 21.9491789230148 | 21.78671908681017 | 21.62425925060554 | 21.46179941440091 | 21.29933957819628 | 21.153980777381616 | 20.965869388092045 | 20.777757998802475 | 20.589646609512908 | 20.401535220223337 | 20.22197434862875 | 20.025312441644196 | 19.828650534659648 | 19.631988627675096 | 19.435326720690547 | 19.221563778316035 | 19.024901871331487 | 18.828239964346935 | 18.631578057362386 | 18.434916150377834 | 18.238254243393285 | 18.041592336408733 | 17.844930429424185 | 17.648268522439633 | 17.451606615455084
 | Industrial | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Pública | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
 | Coromandel | 12699.81297155119 | 12706.960926143838 | 12714.108880736489 | 12721.256835329134 | 12728.404789921784 | 12736.393680348861 | 12717.472624074204 | 12698.551567799545 | 12679.630511524883 | 12660.709455250224 | 12641.788398975565 | 12605.207690177891 | 12568.62698138022 | 12532.046272582545 | 12495.465563784868 | 12458.04391915277 | 12405.485429500935 | 12352.926939849107 | 12300.368450197278 | 12247.80996054544 | 12195.671938810829 | 12143.113449158995 | 12090.554959507166 | 12037.996469855332 | 11985.437980203502 | 11932.879490551673 | 11880.321000899843 | 11827.762511248013 | 11775.204021596179 | 11722.64553194435
 | Residencial Social | 4423.408328817918 | 4425.897997126417 | 4428.387665434916 | 4430.877333743415 | 4433.367002051914 | 4436.149572514354 | 4429.55927405068 | 4422.968975587006 | 4416.378677123332 | 4409.7883786596585 | 4403.198080195984 | 4390.456836499548 | 4377.7155928031125 | 4364.9743491066765 | 4352.23310541024 | 4339.1989595598625 | 4320.892574938546 | 4302.58619031723 | 4284.279805695914 | 4265.973421074597 | 4247.813487530251 | 4229.507102908935 | 4211.200718287619 | 4192.894333666302 | 4174.587949044985 | 4156.281564423669 | 4137.9751798023535 | 4119.668795181037 | 4101.36241055972 | 4083.0560259384038
 | Residencial (Fixa) | 262.8275640364024 | 262.97549373407884 | 263.12342343175527 | 263.2713531294317 | 263.41928282710813 | 263.5846160186288 | 263.1930374071324 | 262.80145879563594 | 262.4098801841395 | 262.0183015726431 | 261.6267229611467 | 260.8696709789202 | 260.1126189966938 | 259.3555670144674 | 258.598515032241 | 257.82405955617025 | 256.7363411909024 | 255.64862282563456 | 254.56090446036671 | 253.47318609509887 | 252.39416947675315 | 251.30645111148527 | 250.21873274621743 | 249.13101438094958 | 248.0432960156817 | 246.95557765041386 | 245.867859285146 | 244.78014091987816 | 243.6924225546103 | 242.60470418934244
 | Residencial (0 a 5 m³) | 1740.4604308720054 | 1741.4400305053261 | 1742.419630138647 | 1743.3992297719678 | 1744.378829405289 | 1745.4736760542946 | 1742.8806182013864 | 1740.287560348478 | 1737.6945024955698 | 1735.1014446426618 | 1732.5083867897536 | 1727.4951416074641 | 1722.481896425175 | 1717.4686512428857 | 1712.4554060605963 | 1707.3269138626224 | 1700.1239753823218 | 1692.921036902021 | 1685.7180984217205 | 1678.5151599414198 | 1671.3698449689616 | 1664.1669064886607 | 1656.9639680083603 | 1649.7610295280597 | 1642.5580910477588 | 1635.3551525674584 | 1628.1522140871577 | 1620.949275606857 | 1613.7463371265562 | 1606.5433986462558
 | Residencial (> 5m³ a 10m³) | 2396.257325527702 | 2397.6060334648614 | 2398.954741402021 | 2400.3034493391806 | 2401.652157276341 | 2403.159536735519 | 2399.589427490096 | 2396.0193182446737 | 2392.449208999251 | 2388.8790997538285 | 2385.3089905084057 | 2378.4067793005884 | 2371.504568092771 | 2364.602356884954 | 2357.700145677137 | 2350.639262947301 | 2340.7222928211268 | 2330.805322694953 | 2320.888352568779 | 2310.9713824426044 | 2301.13374807744 | 2291.2167779512656 | 2281.2998078250916 | 2271.3828376989177 | 2261.4658675727433 | 2251.5488974465693 | 2241.6319273203953 | 2231.7149571942214 | 2221.797987068047 | 2211.881016941873
 | Residencial (> 10m³ a 15m³) | 1459.5802040959293 | 1460.4017132824486 | 1461.2232224689678 | 1462.0447316554873 | 1462.8662408420068 | 1463.7843981681165 | 1461.60981502733 | 1459.4352318865433 | 1457.2606487457567 | 1455.0860656049704 | 1452.9114824641838 | 1448.7072883919964 | 1444.5030943198092 | 1440.298900247622 | 1436.0947061754343 | 1431.7938639636568 | 1425.7533552392497 | 1419.7128465148426 | 1413.6723377904354 | 1407.6318290660286 | 1401.6396444114166 | 1395.5991356870095 | 1389.5586269626024 | 1383.5181182381955 | 1377.4776095137881 | 1371.4371007893812 | 1365.3965920649741 | 1359.3560833405672 | 1353.31557461616 | 1347.275065891753
 | Residencial (> 15m³ a 20m³) | 640.2818780034303 | 640.6422538452412 | 641.0026296870521 | 641.363005528863 | 641.7233813706741 | 642.1261543703451 | 641.1722183184926 | 640.21828226664 | 639.2643462147875 | 638.310410162935 | 637.3564741110824 | 635.5121977441675 | 633.6679213772526 | 631.8236450103376 | 629.9793686434226 | 628.0926951186477 | 625.4428727523906 | 622.7930503861335 | 620.1432280198765 | 617.4934056536193 | 614.8647818662923 | 612.2149595000352 | 609.5651371337782 | 606.9153147675211 | 604.2654924012639 | 601.6156700350069 | 598.9658476687499 | 596.3160253024928 | 593.6662029362357 | 591.0163805699787
